cost,episode
30,0
112,1
69,2
10,3
60,4
52,5
66,6
20,7
2,8
104,9
58,10
63,11
72,12
51,13
79,14
90,15
70,16
68,17
63,18
20,19
8,20
67,21
2,22
6,23
30,24
104,25
2,26
80,27
53,28
82,29
88,30
8,31
62,32
114,33
82,34
6,35
63,36
96,37
194,38
57,39
51,40
4,41
51,42
66,43
57,44
6,45
8,46
106,47
74,48
86,49
52,50
22,51
32,52
71,53
110,54
83,55
123,56
30,57
54,58
55,59
72,60
56,61
51,62
4,63
8,64
6,65
118,66
70,67
64,68
6,69
34,70
4,71
10,72
103,73
55,74
108,75
92,76
66,77
14,78
158,79
102,80
20,81
67,82
24,83
51,84
51,85
80,86
6,87
73,88
52,89
126,90
59,91
8,92
51,93
51,94
51,95
80,96
51,97
61,98
56,99
126,100
53,101
4,102
12,103
68,104
51,105
70,106
79,107
80,108
61,109
51,110
18,111
44,112
24,113
216,114
110,115
118,116
64,117
51,118
90,119
125,120
74,121
8,122
104,123
6,124
44,125
20,126
55,127
56,128
51,129
2,130
51,131
109,132
51,133
82,134
53,135
75,136
62,137
2,138
6,139
56,140
76,141
2,142
59,143
51,144
51,145
4,146
53,147
51,148
51,149
53,150
80,151
51,152
34,153
36,154
44,155
68,156
86,157
53,158
51,159
18,160
58,161
8,162
71,163
52,164
8,165
53,166
51,167
52,168
51,169
2,170
51,171
53,172
51,173
64,174
54,175
51,176
120,177
2,178
51,179
53,180
100,181
110,182
4,183
51,184
51,185
75,186
52,187
18,188
102,189
51,190
51,191
93,192
52,193
51,194
88,195
65,196
51,197
6,198
55,199
16,200
66,201
114,202
51,203
51,204
61,205
52,206
182,207
2,208
54,209
129,210
52,211
51,212
6,213
58,214
51,215
73,216
80,217
6,218
40,219
10,220
81,221
80,222
6,223
63,224
24,225
67,226
16,227
20,228
51,229
51,230
61,231
78,232
53,233
51,234
74,235
2,236
4,237
2,238
56,239
51,240
51,241
58,242
62,243
51,244
52,245
73,246
51,247
18,248
51,249
57,250
53,251
52,252
51,253
66,254
4,255
68,256
52,257
51,258
51,259
2,260
85,261
28,262
70,263
4,264
51,265
4,266
51,267
53,268
51,269
80,270
92,271
51,272
111,273
78,274
18,275
51,276
102,277
4,278
51,279
8,280
18,281
58,282
58,283
51,284
51,285
4,286
63,287
73,288
12,289
53,290
140,291
62,292
53,293
24,294
59,295
87,296
78,297
53,298
84,299
55,300
4,301
55,302
70,303
60,304
8,305
2,306
79,307
2,308
51,309
73,310
2,311
10,312
22,313
65,314
6,315
62,316
10,317
16,318
78,319
58,320
4,321
10,322
10,323
4,324
54,325
171,326
69,327
64,328
71,329
4,330
2,331
18,332
106,333
142,334
90,335
14,336
102,337
53,338
90,339
57,340
42,341
53,342
59,343
105,344
30,345
4,346
59,347
16,348
129,349
16,350
53,351
36,352
74,353
91,354
54,355
106,356
93,357
60,358
2,359
4,360
4,361
108,362
30,363
10,364
2,365
67,366
2,367
92,368
55,369
112,370
4,371
87,372
52,373
108,374
2,375
80,376
69,377
89,378
123,379
4,380
81,381
4,382
4,383
10,384
69,385
78,386
75,387
55,388
10,389
86,390
4,391
113,392
126,393
28,394
6,395
60,396
111,397
20,398
73,399
4,400
4,401
48,402
55,403
4,404
94,405
77,406
2,407
72,408
68,409
83,410
66,411
53,412
111,413
61,414
4,415
20,416
72,417
14,418
74,419
2,420
16,421
84,422
2,423
6,424
4,425
96,426
34,427
63,428
12,429
76,430
59,431
88,432
51,433
125,434
56,435
92,436
2,437
18,438
132,439
32,440
53,441
59,442
158,443
34,444
100,445
2,446
90,447
12,448
78,449
77,450
8,451
102,452
90,453
18,454
90,455
67,456
58,457
70,458
82,459
6,460
95,461
2,462
63,463
4,464
14,465
14,466
113,467
80,468
92,469
137,470
2,471
53,472
62,473
18,474
173,475
53,476
78,477
4,478
89,479
4,480
72,481
83,482
4,483
89,484
73,485
12,486
109,487
88,488
55,489
58,490
46,491
36,492
2,493
2,494
53,495
86,496
2,497
92,498
65,499
53,500
2,501
112,502
80,503
6,504
62,505
62,506
80,507
79,508
90,509
70,510
70,511
6,512
82,513
4,514
10,515
10,516
77,517
60,518
6,519
68,520
78,521
2,522
78,523
2,524
102,525
42,526
93,527
2,528
2,529
96,530
10,531
60,532
14,533
12,534
4,535
96,536
26,537
160,538
53,539
2,540
74,541
69,542
74,543
73,544
56,545
68,546
72,547
94,548
22,549
94,550
72,551
2,552
53,553
61,554
12,555
89,556
44,557
24,558
62,559
14,560
55,561
66,562
173,563
6,564
84,565
6,566
129,567
72,568
8,569
53,570
72,571
91,572
4,573
57,574
10,575
60,576
2,577
6,578
4,579
125,580
111,581
14,582
187,583
56,584
82,585
2,586
54,587
4,588
8,589
26,590
88,591
8,592
90,593
2,594
4,595
14,596
6,597
4,598
53,599
75,600
86,601
100,602
94,603
54,604
63,605
2,606
64,607
61,608
65,609
62,610
28,611
126,612
6,613
90,614
14,615
117,616
8,617
75,618
34,619
139,620
107,621
18,622
6,623
65,624
50,625
4,626
89,627
4,628
84,629
26,630
57,631
54,632
162,633
4,634
59,635
53,636
36,637
42,638
16,639
60,640
64,641
4,642
63,643
36,644
55,645
85,646
61,647
128,648
24,649
2,650
2,651
63,652
6,653
53,654
28,655
2,656
8,657
53,658
97,659
24,660
60,661
53,662
69,663
99,664
20,665
96,666
70,667
64,668
67,669
92,670
74,671
58,672
97,673
120,674
10,675
20,676
53,677
76,678
57,679
58,680
65,681
56,682
72,683
216,684
63,685
66,686
59,687
2,688
66,689
54,690
16,691
94,692
98,693
30,694
2,695
71,696
52,697
6,698
30,699
108,700
24,701
55,702
80,703
12,704
6,705
72,706
58,707
6,708
18,709
57,710
30,711
70,712
57,713
72,714
53,715
80,716
30,717
6,718
67,719
4,720
18,721
84,722
78,723
66,724
90,725
65,726
60,727
57,728
84,729
60,730
26,731
14,732
136,733
4,734
109,735
4,736
90,737
104,738
2,739
66,740
89,741
53,742
149,743
63,744
58,745
113,746
12,747
36,748
53,749
40,750
73,751
74,752
106,753
55,754
54,755
57,756
70,757
2,758
82,759
61,760
32,761
2,762
2,763
18,764
12,765
76,766
10,767
52,768
98,769
60,770
6,771
2,772
12,773
8,774
8,775
53,776
60,777
83,778
67,779
58,780
72,781
86,782
92,783
8,784
12,785
69,786
6,787
2,788
181,789
55,790
2,791
87,792
70,793
76,794
57,795
6,796
2,797
4,798
130,799
4,800
86,801
2,802
4,803
105,804
55,805
2,806
53,807
70,808
4,809
75,810
60,811
106,812
2,813
88,814
56,815
93,816
63,817
73,818
76,819
90,820
63,821
110,822
4,823
6,824
57,825
62,826
74,827
56,828
50,829
2,830
2,831
80,832
4,833
24,834
56,835
76,836
148,837
4,838
58,839
113,840
26,841
58,842
94,843
75,844
64,845
115,846
71,847
6,848
12,849
108,850
69,851
75,852
57,853
56,854
62,855
65,856
10,857
12,858
46,859
2,860
72,861
4,862
142,863
66,864
75,865
6,866
54,867
74,868
85,869
110,870
42,871
2,872
54,873
79,874
57,875
2,876
120,877
59,878
42,879
4,880
6,881
60,882
2,883
88,884
55,885
76,886
105,887
102,888
2,889
53,890
62,891
16,892
2,893
65,894
20,895
2,896
118,897
75,898
2,899
24,900
51,901
67,902
4,903
6,904
67,905
16,906
78,907
70,908
59,909
8,910
79,911
65,912
55,913
4,914
65,915
59,916
57,917
61,918
36,919
84,920
10,921
114,922
81,923
96,924
66,925
81,926
2,927
95,928
4,929
85,930
62,931
69,932
72,933
67,934
106,935
58,936
53,937
10,938
82,939
6,940
110,941
4,942
57,943
85,944
14,945
74,946
34,947
83,948
78,949
2,950
58,951
55,952
53,953
71,954
8,955
65,956
10,957
55,958
10,959
76,960
84,961
20,962
57,963
112,964
78,965
2,966
56,967
58,968
2,969
4,970
56,971
2,972
60,973
59,974
98,975
66,976
118,977
2,978
12,979
6,980
6,981
82,982
36,983
80,984
93,985
104,986
28,987
6,988
71,989
10,990
55,991
62,992
55,993
83,994
2,995
57,996
36,997
6,998
22,999
4,1000
58,1001
81,1002
40,1003
84,1004
4,1005
22,1006
6,1007
57,1008
102,1009
6,1010
63,1011
90,1012
82,1013
28,1014
80,1015
8,1016
14,1017
97,1018
92,1019
4,1020
65,1021
14,1022
53,1023
75,1024
26,1025
59,1026
8,1027
56,1028
16,1029
4,1030
74,1031
2,1032
69,1033
55,1034
18,1035
132,1036
10,1037
4,1038
18,1039
66,1040
53,1041
4,1042
102,1043
10,1044
88,1045
84,1046
4,1047
96,1048
68,1049
4,1050
56,1051
57,1052
59,1053
97,1054
2,1055
102,1056
68,1057
24,1058
140,1059
34,1060
58,1061
53,1062
26,1063
74,1064
2,1065
2,1066
2,1067
62,1068
96,1069
2,1070
34,1071
77,1072
2,1073
6,1074
138,1075
14,1076
6,1077
92,1078
2,1079
100,1080
72,1081
63,1082
55,1083
2,1084
67,1085
4,1086
55,1087
64,1088
73,1089
