cost,episode
268,0
337,1
247,2
240,3
47,4
20,5
126,6
204,7
259,8
347,9
83,10
22,11
140,12
238,13
134,14
129,15
122,16
310,17
87,18
121,19
87,20
45,21
35,22
78,23
108,24
227,25
116,26
164,27
35,28
183,29
190,30
114,31
33,32
50,33
71,34
89,35
35,36
20,37
83,38
72,39
26,40
73,41
66,42
70,43
57,44
68,45
28,46
78,47
39,48
29,49
45,50
50,51
34,52
15,53
20,54
125,55
46,56
54,57
114,58
86,59
63,60
12,61
121,62
66,63
18,64
88,65
72,66
37,67
25,68
43,69
105,70
48,71
28,72
25,73
75,74
16,75
76,76
24,77
30,78
42,79
128,80
74,81
71,82
47,83
128,84
41,85
37,86
24,87
135,88
6,89
25,90
52,91
88,92
20,93
66,94
79,95
28,96
77,97
71,98
69,99
80,100
36,101
67,102
37,103
68,104
18,105
8,106
46,107
61,108
46,109
77,110
26,111
49,112
16,113
44,114
29,115
16,116
20,117
43,118
53,119
18,120
73,121
43,122
67,123
6,124
25,125
80,126
46,127
36,128
15,129
20,130
21,131
54,132
138,133
9,134
32,135
80,136
10,137
35,138
27,139
16,140
25,141
20,142
42,143
32,144
53,145
22,146
17,147
40,148
111,149
50,150
24,151
36,152
32,153
6,154
23,155
27,156
18,157
59,158
66,159
18,160
40,161
25,162
40,163
93,164
73,165
14,166
24,167
92,168
37,169
12,170
29,171
12,172
16,173
59,174
26,175
43,176
45,177
12,178
65,179
45,180
32,181
20,182
37,183
14,184
32,185
18,186
40,187
8,188
10,189
16,190
68,191
103,192
76,193
45,194
20,195
129,196
44,197
6,198
35,199
18,200
55,201
18,202
14,203
31,204
36,205
69,206
36,207
25,208
52,209
22,210
18,211
43,212
30,213
17,214
16,215
10,216
24,217
67,218
26,219
10,220
36,221
24,222
24,223
77,224
14,225
25,226
14,227
104,228
23,229
21,230
10,231
40,232
60,233
14,234
11,235
14,236
42,237
24,238
48,239
26,240
23,241
45,242
43,243
77,244
10,245
25,246
15,247
31,248
4,249
8,250
16,251
10,252
43,253
6,254
14,255
20,256
23,257
27,258
30,259
22,260
45,261
10,262
20,263
16,264
32,265
14,266
10,267
22,268
32,269
30,270
18,271
24,272
12,273
14,274
26,275
141,276
43,277
22,278
21,279
24,280
12,281
12,282
28,283
48,284
61,285
33,286
10,287
20,288
36,289
54,290
25,291
13,292
89,293
94,294
16,295
23,296
24,297
38,298
14,299
10,300
77,301
23,302
10,303
30,304
20,305
34,306
42,307
35,308
18,309
14,310
52,311
20,312
18,313
12,314
9,315
35,316
35,317
15,318
12,319
18,320
25,321
49,322
18,323
38,324
23,325
10,326
37,327
28,328
31,329
6,330
33,331
21,332
14,333
10,334
13,335
35,336
10,337
14,338
30,339
22,340
46,341
21,342
11,343
42,344
10,345
30,346
19,347
16,348
22,349
26,350
68,351
16,352
33,353
60,354
21,355
20,356
12,357
17,358
29,359
10,360
10,361
21,362
17,363
21,364
16,365
33,366
14,367
25,368
14,369
15,370
25,371
77,372
20,373
19,374
23,375
23,376
20,377
20,378
27,379
23,380
27,381
13,382
40,383
6,384
33,385
32,386
8,387
51,388
14,389
8,390
8,391
10,392
40,393
49,394
36,395
31,396
29,397
16,398
10,399
22,400
62,401
22,402
14,403
19,404
20,405
10,406
50,407
23,408
25,409
22,410
13,411
16,412
18,413
34,414
42,415
53,416
8,417
45,418
19,419
22,420
12,421
27,422
31,423
12,424
14,425
6,426
14,427
10,428
40,429
23,430
34,431
32,432
44,433
21,434
8,435
15,436
35,437
22,438
12,439
33,440
8,441
14,442
10,443
32,444
27,445
50,446
24,447
12,448
32,449
25,450
24,451
14,452
28,453
54,454
15,455
20,456
21,457
12,458
10,459
14,460
18,461
20,462
23,463
20,464
28,465
47,466
16,467
50,468
22,469
14,470
18,471
19,472
14,473
16,474
12,475
60,476
11,477
12,478
16,479
21,480
16,481
24,482
16,483
6,484
8,485
10,486
18,487
19,488
35,489
12,490
13,491
8,492
21,493
18,494
19,495
14,496
39,497
14,498
24,499
58,500
13,501
14,502
34,503
10,504
32,505
8,506
12,507
21,508
13,509
4,510
14,511
17,512
47,513
15,514
22,515
21,516
33,517
26,518
14,519
62,520
12,521
13,522
28,523
51,524
15,525
22,526
55,527
8,528
18,529
22,530
10,531
58,532
8,533
10,534
37,535
56,536
22,537
6,538
22,539
51,540
81,541
20,542
29,543
45,544
17,545
39,546
44,547
64,548
16,549
19,550
8,551
12,552
15,553
17,554
25,555
51,556
21,557
12,558
8,559
10,560
12,561
20,562
20,563
18,564
22,565
8,566
12,567
6,568
8,569
18,570
23,571
16,572
28,573
28,574
23,575
29,576
18,577
10,578
14,579
13,580
37,581
12,582
18,583
35,584
47,585
8,586
6,587
16,588
32,589
12,590
28,591
8,592
24,593
27,594
30,595
28,596
35,597
10,598
12,599
12,600
20,601
19,602
14,603
30,604
8,605
22,606
18,607
8,608
14,609
20,610
10,611
21,612
21,613
10,614
32,615
8,616
48,617
12,618
17,619
36,620
20,621
8,622
18,623
14,624
12,625
14,626
41,627
21,628
18,629
27,630
42,631
39,632
11,633
21,634
23,635
36,636
18,637
14,638
24,639
6,640
12,641
27,642
16,643
12,644
19,645
29,646
30,647
29,648
31,649
14,650
23,651
24,652
18,653
50,654
14,655
10,656
29,657
32,658
22,659
14,660
12,661
10,662
18,663
19,664
4,665
24,666
22,667
34,668
10,669
8,670
11,671
22,672
17,673
14,674
11,675
31,676
34,677
66,678
12,679
30,680
14,681
15,682
16,683
44,684
19,685
6,686
33,687
36,688
21,689
52,690
9,691
14,692
29,693
18,694
11,695
30,696
25,697
18,698
25,699
6,700
33,701
14,702
21,703
14,704
16,705
12,706
14,707
21,708
18,709
6,710
22,711
28,712
24,713
6,714
9,715
10,716
15,717
27,718
8,719
30,720
25,721
10,722
16,723
51,724
12,725
40,726
14,727
14,728
14,729
16,730
6,731
22,732
11,733
23,734
28,735
23,736
20,737
19,738
16,739
8,740
30,741
17,742
15,743
32,744
8,745
13,746
6,747
8,748
8,749
35,750
6,751
31,752
35,753
21,754
20,755
16,756
16,757
11,758
14,759
60,760
27,761
16,762
54,763
27,764
64,765
24,766
28,767
24,768
25,769
10,770
17,771
13,772
22,773
21,774
20,775
13,776
76,777
10,778
16,779
18,780
23,781
26,782
26,783
33,784
24,785
30,786
20,787
6,788
11,789
6,790
39,791
22,792
27,793
18,794
11,795
10,796
12,797
26,798
8,799
20,800
9,801
17,802
24,803
34,804
37,805
17,806
6,807
21,808
32,809
20,810
51,811
6,812
32,813
8,814
14,815
12,816
26,817
4,818
11,819
18,820
34,821
21,822
30,823
10,824
29,825
18,826
8,827
15,828
14,829
18,830
25,831
8,832
20,833
23,834
22,835
8,836
27,837
10,838
35,839
40,840
19,841
16,842
10,843
14,844
4,845
11,846
32,847
10,848
29,849
23,850
12,851
12,852
19,853
10,854
16,855
13,856
12,857
43,858
15,859
8,860
10,861
19,862
28,863
32,864
14,865
16,866
10,867
27,868
25,869
14,870
16,871
12,872
8,873
9,874
8,875
17,876
19,877
9,878
10,879
21,880
12,881
23,882
14,883
22,884
13,885
20,886
12,887
27,888
16,889
8,890
8,891
19,892
19,893
16,894
30,895
18,896
18,897
26,898
10,899
25,900
10,901
23,902
12,903
24,904
16,905
4,906
18,907
26,908
12,909
8,910
19,911
10,912
6,913
10,914
14,915
8,916
12,917
10,918
14,919
8,920
10,921
42,922
8,923
8,924
16,925
33,926
16,927
27,928
39,929
14,930
36,931
16,932
14,933
20,934
43,935
16,936
12,937
8,938
25,939
46,940
19,941
11,942
14,943
18,944
24,945
12,946
12,947
8,948
12,949
15,950
27,951
18,952
4,953
20,954
18,955
12,956
25,957
17,958
18,959
10,960
8,961
10,962
8,963
44,964
30,965
52,966
13,967
10,968
29,969
12,970
14,971
37,972
8,973
6,974
22,975
12,976
31,977
12,978
11,979
16,980
20,981
23,982
18,983
39,984
18,985
40,986
8,987
24,988
13,989
18,990
10,991
33,992
10,993
24,994
22,995
21,996
6,997
13,998
22,999
12,1000
12,1001
10,1002
10,1003
14,1004
22,1005
19,1006
28,1007
12,1008
27,1009
24,1010
24,1011
19,1012
42,1013
6,1014
29,1015
10,1016
28,1017
22,1018
19,1019
14,1020
6,1021
8,1022
22,1023
24,1024
19,1025
23,1026
22,1027
23,1028
45,1029
18,1030
27,1031
10,1032
12,1033
20,1034
35,1035
16,1036
20,1037
19,1038
4,1039
17,1040
8,1041
15,1042
15,1043
13,1044
16,1045
16,1046
42,1047
20,1048
10,1049
8,1050
6,1051
29,1052
15,1053
21,1054
48,1055
34,1056
18,1057
39,1058
22,1059
6,1060
22,1061
12,1062
20,1063
20,1064
17,1065
18,1066
16,1067
10,1068
8,1069
10,1070
20,1071
10,1072
17,1073
14,1074
18,1075
8,1076
25,1077
20,1078
15,1079
22,1080
23,1081
35,1082
16,1083
39,1084
8,1085
8,1086
22,1087
39,1088
10,1089
10,1090
10,1091
17,1092
18,1093
17,1094
18,1095
10,1096
6,1097
16,1098
13,1099
10,1100
11,1101
12,1102
12,1103
14,1104
30,1105
18,1106
14,1107
10,1108
16,1109
19,1110
6,1111
35,1112
16,1113
32,1114
14,1115
28,1116
8,1117
6,1118
24,1119
37,1120
26,1121
21,1122
16,1123
15,1124
24,1125
14,1126
16,1127
6,1128
18,1129
8,1130
8,1131
18,1132
48,1133
31,1134
18,1135
28,1136
8,1137
15,1138
14,1139
14,1140
8,1141
17,1142
15,1143
19,1144
31,1145
22,1146
34,1147
15,1148
10,1149
22,1150
10,1151
34,1152
17,1153
17,1154
16,1155
10,1156
32,1157
17,1158
24,1159
12,1160
23,1161
10,1162
14,1163
11,1164
14,1165
18,1166
13,1167
12,1168
10,1169
21,1170
29,1171
17,1172
15,1173
27,1174
10,1175
10,1176
25,1177
9,1178
6,1179
8,1180
8,1181
12,1182
12,1183
12,1184
36,1185
41,1186
30,1187
23,1188
18,1189
20,1190
22,1191
21,1192
13,1193
22,1194
21,1195
18,1196
12,1197
19,1198
16,1199
20,1200
10,1201
10,1202
27,1203
29,1204
12,1205
16,1206
12,1207
12,1208
11,1209
6,1210
18,1211
17,1212
4,1213
23,1214
12,1215
32,1216
17,1217
12,1218
10,1219
10,1220
4,1221
20,1222
42,1223
10,1224
28,1225
25,1226
10,1227
10,1228
12,1229
26,1230
18,1231
14,1232
6,1233
21,1234
12,1235
23,1236
21,1237
32,1238
16,1239
16,1240
13,1241
24,1242
8,1243
29,1244
10,1245
11,1246
12,1247
14,1248
16,1249
8,1250
11,1251
35,1252
18,1253
12,1254
16,1255
10,1256
8,1257
18,1258
28,1259
16,1260
12,1261
23,1262
22,1263
51,1264
18,1265
10,1266
14,1267
13,1268
14,1269
24,1270
17,1271
18,1272
17,1273
21,1274
10,1275
13,1276
12,1277
12,1278
8,1279
14,1280
17,1281
6,1282
4,1283
6,1284
14,1285
19,1286
12,1287
19,1288
21,1289
8,1290
8,1291
29,1292
32,1293
14,1294
14,1295
19,1296
13,1297
8,1298
15,1299
21,1300
11,1301
8,1302
28,1303
14,1304
12,1305
28,1306
34,1307
8,1308
12,1309
10,1310
14,1311
45,1312
25,1313
12,1314
36,1315
21,1316
20,1317
10,1318
14,1319
16,1320
16,1321
8,1322
18,1323
12,1324
19,1325
14,1326
10,1327
25,1328
18,1329
18,1330
10,1331
16,1332
8,1333
24,1334
12,1335
20,1336
22,1337
20,1338
6,1339
24,1340
29,1341
12,1342
6,1343
16,1344
10,1345
8,1346
16,1347
13,1348
34,1349
13,1350
13,1351
12,1352
29,1353
25,1354
17,1355
20,1356
8,1357
14,1358
12,1359
19,1360
21,1361
10,1362
14,1363
25,1364
15,1365
11,1366
10,1367
13,1368
8,1369
15,1370
16,1371
18,1372
40,1373
4,1374
12,1375
11,1376
14,1377
41,1378
46,1379
19,1380
14,1381
38,1382
6,1383
22,1384
17,1385
24,1386
6,1387
44,1388
14,1389
16,1390
14,1391
8,1392
16,1393
15,1394
10,1395
6,1396
19,1397
28,1398
8,1399
29,1400
6,1401
31,1402
12,1403
19,1404
19,1405
6,1406
6,1407
19,1408
19,1409
30,1410
20,1411
14,1412
49,1413
8,1414
16,1415
24,1416
8,1417
26,1418
12,1419
15,1420
6,1421
18,1422
11,1423
26,1424
8,1425
11,1426
12,1427
34,1428
19,1429
12,1430
10,1431
19,1432
38,1433
18,1434
16,1435
10,1436
16,1437
12,1438
21,1439
25,1440
27,1441
18,1442
16,1443
21,1444
26,1445
12,1446
10,1447
15,1448
10,1449
14,1450
18,1451
6,1452
18,1453
6,1454
14,1455
8,1456
31,1457
8,1458
8,1459
8,1460
4,1461
30,1462
33,1463
18,1464
18,1465
45,1466
27,1467
12,1468
18,1469
8,1470
15,1471
20,1472
18,1473
30,1474
4,1475
10,1476
26,1477
11,1478
16,1479
8,1480
22,1481
20,1482
8,1483
15,1484
30,1485
10,1486
13,1487
10,1488
36,1489
26,1490
25,1491
91,1492
21,1493
20,1494
20,1495
11,1496
36,1497
11,1498
10,1499
26,1500
9,1501
17,1502
15,1503
8,1504
19,1505
10,1506
16,1507
8,1508
