cost,episode
14,0
396,1
83,2
139,3
176,4
457,5
300,6
85,7
351,8
378,9
389,10
356,11
18,12
191,13
253,14
355,15
200,16
344,17
296,18
128,19
118,20
42,21
327,22
368,23
342,24
395,25
378,26
370,27
331,28
131,29
306,30
347,31
319,32
73,33
220,34
385,35
218,36
89,37
44,38
217,39
87,40
341,41
397,42
159,43
248,44
169,45
403,46
352,47
348,48
142,49
94,50
372,51
155,52
300,53
189,54
396,55
269,56
321,57
74,58
34,59
168,60
109,61
376,62
152,63
275,64
293,65
259,66
184,67
326,68
79,69
345,70
39,71
299,72
393,73
124,74
357,75
183,76
331,77
275,78
39,79
89,80
346,81
203,82
32,83
197,84
335,85
379,86
357,87
357,88
193,89
370,90
34,91
328,92
83,93
371,94
315,95
297,96
54,97
112,98
368,99
336,100
353,101
268,102
139,103
277,104
210,105
346,106
270,107
218,108
24,109
363,110
340,111
339,112
244,113
181,114
303,115
336,116
90,117
53,118
79,119
96,120
63,121
148,122
337,123
168,124
111,125
259,126
349,127
357,128
102,129
24,130
290,131
12,132
159,133
345,134
59,135
204,136
136,137
25,138
239,139
152,140
71,141
59,142
304,143
352,144
328,145
153,146
52,147
114,148
192,149
332,150
73,151
91,152
294,153
255,154
82,155
10,156
322,157
100,158
305,159
63,160
163,161
224,162
47,163
141,164
115,165
355,166
158,167
134,168
337,169
305,170
367,171
10,172
62,173
136,174
223,175
74,176
338,177
229,178
324,179
223,180
112,181
42,182
300,183
324,184
42,185
210,186
162,187
281,188
334,189
38,190
19,191
295,192
295,193
105,194
39,195
184,196
309,197
89,198
61,199
332,200
207,201
44,202
117,203
310,204
14,205
34,206
119,207
388,208
313,209
304,210
76,211
154,212
126,213
173,214
89,215
117,216
304,217
56,218
274,219
36,220
301,221
337,222
75,223
46,224
27,225
34,226
109,227
221,228
190,229
142,230
68,231
19,232
321,233
108,234
115,235
140,236
42,237
36,238
247,239
36,240
134,241
38,242
82,243
39,244
299,245
24,246
178,247
139,248
92,249
159,250
116,251
239,252
339,253
299,254
13,255
329,256
57,257
79,258
295,259
22,260
125,261
213,262
26,263
141,264
149,265
129,266
28,267
21,268
27,269
44,270
78,271
26,272
333,273
258,274
233,275
190,276
62,277
34,278
303,279
39,280
49,281
151,282
185,283
12,284
57,285
63,286
171,287
243,288
70,289
194,290
175,291
76,292
174,293
46,294
120,295
81,296
205,297
12,298
209,299
126,300
