cost,episode
104,0
434,1
110,2
372,3
207,4
352,5
255,6
358,7
424,8
358,9
271,10
173,11
372,12
350,13
159,14
341,15
198,16
93,17
351,18
234,19
228,20
434,21
44,22
308,23
483,24
174,25
156,26
327,27
425,28
343,29
341,30
269,31
360,32
433,33
397,34
331,35
374,36
39,37
134,38
121,39
100,40
86,41
356,42
134,43
325,44
217,45
167,46
379,47
77,48
44,49
419,50
338,51
192,52
58,53
239,54
330,55
107,56
350,57
243,58
325,59
106,60
125,61
322,62
317,63
27,64
114,65
274,66
151,67
364,68
73,69
333,70
399,71
399,72
22,73
123,74
309,75
341,76
147,77
127,78
342,79
229,80
405,81
261,82
296,83
49,84
403,85
167,86
143,87
12,88
137,89
49,90
117,91
152,92
367,93
318,94
78,95
401,96
57,97
99,98
398,99
212,100
335,101
133,102
34,103
11,104
311,105
143,106
287,107
68,108
329,109
27,110
117,111
358,112
72,113
35,114
148,115
88,116
42,117
93,118
17,119
150,120
79,121
80,122
68,123
26,124
328,125
6,126
95,127
165,128
81,129
46,130
71,131
134,132
85,133
23,134
55,135
109,136
39,137
16,138
57,139
51,140
195,141
22,142
22,143
107,144
202,145
57,146
127,147
57,148
36,149
12,150
137,151
139,152
297,153
30,154
236,155
229,156
58,157
50,158
59,159
189,160
251,161
257,162
76,163
200,164
42,165
90,166
54,167
60,168
35,169
32,170
166,171
288,172
224,173
125,174
59,175
69,176
138,177
142,178
44,179
26,180
41,181
72,182
102,183
228,184
86,185
296,186
123,187
330,188
21,189
109,190
75,191
102,192
20,193
104,194
32,195
117,196
46,197
74,198
274,199
18,200
65,201
8,202
29,203
365,204
109,205
16,206
122,207
235,208
84,209
102,210
27,211
135,212
185,213
77,214
63,215
117,216
38,217
251,218
30,219
44,220
98,221
136,222
210,223
69,224
76,225
173,226
26,227
167,228
124,229
47,230
18,231
42,232
94,233
115,234
109,235
20,236
167,237
175,238
21,239
8,240
106,241
22,242
163,243
223,244
32,245
8,246
68,247
43,248
139,249
21,250
12,251
53,252
290,253
30,254
50,255
113,256
20,257
139,258
117,259
108,260
87,261
97,262
23,263
59,264
159,265
40,266
111,267
114,268
205,269
103,270
41,271
93,272
12,273
10,274
84,275
114,276
53,277
25,278
32,279
47,280
60,281
31,282
117,283
175,284
18,285
66,286
100,287
29,288
85,289
39,290
97,291
90,292
24,293
93,294
48,295
58,296
76,297
60,298
89,299
114,300
135,301
17,302
14,303
15,304
63,305
149,306
42,307
140,308
34,309
22,310
73,311
122,312
84,313
133,314
39,315
23,316
27,317
185,318
24,319
160,320
27,321
53,322
10,323
29,324
40,325
18,326
61,327
92,328
67,329
139,330
40,331
23,332
68,333
13,334
33,335
57,336
118,337
33,338
22,339
16,340
168,341
171,342
24,343
233,344
263,345
100,346
134,347
80,348
79,349
82,350
55,351
58,352
87,353
18,354
281,355
29,356
20,357
44,358
41,359
74,360
49,361
46,362
10,363
53,364
28,365
30,366
48,367
16,368
111,369
33,370
84,371
33,372
48,373
263,374
321,375
38,376
28,377
50,378
24,379
87,380
38,381
56,382
29,383
78,384
25,385
22,386
59,387
32,388
112,389
93,390
40,391
169,392
6,393
209,394
45,395
10,396
14,397
50,398
17,399
14,400
51,401
34,402
31,403
117,404
46,405
49,406
25,407
59,408
78,409
28,410
37,411
42,412
149,413
14,414
41,415
21,416
22,417
74,418
92,419
27,420
14,421
94,422
52,423
128,424
76,425
70,426
28,427
108,428
16,429
52,430
152,431
20,432
99,433
36,434
36,435
25,436
16,437
38,438
34,439
45,440
16,441
70,442
139,443
190,444
241,445
30,446
72,447
31,448
70,449
117,450
51,451
34,452
100,453
83,454
18,455
143,456
35,457
43,458
