cost,episode
51,0
65,1
58,2
50,3
50,4
7,5
82,6
60,7
3,8
54,9
51,10
93,11
25,12
52,13
1,14
63,15
59,16
93,17
50,18
66,19
115,20
50,21
57,22
50,23
55,24
65,25
50,26
221,27
50,28
50,29
50,30
50,31
50,32
50,33
50,34
50,35
50,36
50,37
50,38
50,39
50,40
50,41
157,42
50,43
50,44
50,45
50,46
50,47
50,48
50,49
50,50
50,51
50,52
50,53
50,54
50,55
50,56
50,57
50,58
50,59
50,60
50,61
50,62
50,63
50,64
50,65
50,66
67,67
50,68
50,69
50,70
50,71
50,72
50,73
50,74
50,75
50,76
50,77
50,78
50,79
50,80
50,81
50,82
50,83
50,84
50,85
50,86
50,87
50,88
50,89
50,90
50,91
50,92
50,93
50,94
50,95
50,96
50,97
50,98
50,99
50,100
1,101
50,102
50,103
50,104
50,105
1,106
50,107
50,108
50,109
1,110
3,111
50,112
51,113
50,114
61,115
50,116
50,117
50,118
1,119
50,120
50,121
52,122
50,123
50,124
50,125
50,126
50,127
50,128
50,129
50,130
50,131
50,132
50,133
50,134
50,135
50,136
50,137
50,138
50,139
50,140
50,141
50,142
50,143
50,144
50,145
50,146
50,147
50,148
50,149
50,150
50,151
50,152
50,153
52,154
50,155
50,156
50,157
50,158
50,159
50,160
50,161
50,162
50,163
51,164
50,165
50,166
50,167
50,168
50,169
50,170
50,171
50,172
50,173
52,174
50,175
50,176
50,177
50,178
50,179
50,180
50,181
50,182
50,183
50,184
50,185
50,186
50,187
50,188
50,189
50,190
50,191
50,192
50,193
50,194
50,195
50,196
50,197
50,198
50,199
50,200
50,201
50,202
50,203
50,204
50,205
50,206
50,207
50,208
50,209
50,210
50,211
50,212
50,213
50,214
50,215
50,216
50,217
50,218
50,219
50,220
50,221
50,222
50,223
66,224
50,225
50,226
50,227
50,228
15,229
51,230
50,231
50,232
50,233
50,234
50,235
50,236
50,237
51,238
50,239
50,240
50,241
50,242
50,243
50,244
90,245
50,246
50,247
50,248
7,249
50,250
50,251
5,252
50,253
50,254
50,255
3,256
55,257
50,258
50,259
50,260
50,261
50,262
69,263
50,264
53,265
50,266
50,267
50,268
1,269
7,270
50,271
52,272
50,273
3,274
93,275
1,276
50,277
3,278
1,279
59,280
77,281
50,282
1,283
69,284
52,285
52,286
50,287
111,288
59,289
1,290
52,291
3,292
52,293
1,294
50,295
50,296
3,297
75,298
3,299
115,300
52,301
52,302
5,303
1,304
1,305
1,306
50,307
1,308
54,309
50,310
1,311
5,312
3,313
5,314
84,315
60,316
50,317
63,318
3,319
1,320
1,321
54,322
104,323
3,324
50,325
1,326
1,327
1,328
5,329
95,330
73,331
1,332
50,333
5,334
3,335
3,336
54,337
65,338
52,339
15,340
53,341
3,342
19,343
74,344
1,345
70,346
1,347
1,348
97,349
52,350
3,351
1,352
1,353
1,354
87,355
3,356
101,357
7,358
53,359
52,360
5,361
1,362
99,363
39,364
3,365
52,366
63,367
3,368
53,369
1,370
65,371
33,372
1,373
1,374
9,375
64,376
97,377
1,378
1,379
1,380
3,381
82,382
52,383
5,384
131,385
56,386
1,387
3,388
13,389
17,390
70,391
1,392
1,393
65,394
50,395
61,396
5,397
126,398
58,399
57,400
3,401
3,402
64,403
52,404
56,405
3,406
17,407
1,408
1,409
67,410
52,411
1,412
1,413
1,414
25,415
1,416
3,417
7,418
1,419
5,420
1,421
3,422
1,423
1,424
52,425
51,426
3,427
1,428
7,429
1,430
3,431
68,432
63,433
7,434
55,435
3,436
64,437
1,438
1,439
15,440
47,441
3,442
3,443
1,444
1,445
72,446
1,447
1,448
105,449
50,450
52,451
3,452
3,453
1,454
54,455
54,456
55,457
59,458
5,459
1,460
1,461
1,462
1,463
17,464
79,465
75,466
11,467
3,468
55,469
1,470
1,471
3,472
15,473
106,474
79,475
1,476
63,477
73,478
55,479
72,480
1,481
1,482
59,483
53,484
1,485
5,486
65,487
1,488
1,489
65,490
61,491
1,492
74,493
55,494
15,495
94,496
3,497
52,498
83,499
1,500
25,501
79,502
53,503
52,504
1,505
52,506
1,507
5,508
63,509
3,510
81,511
3,512
62,513
1,514
1,515
65,516
31,517
1,518
1,519
1,520
87,521
3,522
1,523
1,524
