cost,episode
55,0
8,1
327,2
272,3
345,4
48,5
119,6
94,7
14,8
144,9
167,10
89,11
177,12
79,13
292,14
42,15
319,16
182,17
131,18
10,19
48,20
18,21
61,22
252,23
310,24
89,25
103,26
205,27
52,28
164,29
10,30
117,31
57,32
49,33
36,34
75,35
171,36
23,37
29,38
58,39
20,40
42,41
29,42
34,43
97,44
37,45
27,46
33,47
17,48
11,49
79,50
14,51
192,52
21,53
187,54
77,55
50,56
88,57
142,58
15,59
11,60
98,61
14,62
18,63
26,64
10,65
51,66
34,67
10,68
57,69
14,70
30,71
46,72
63,73
12,74
13,75
14,76
10,77
56,78
36,79
102,80
10,81
47,82
22,83
15,84
57,85
83,86
36,87
18,88
4,89
69,90
12,91
28,92
10,93
31,94
63,95
18,96
74,97
14,98
25,99
30,100
39,101
39,102
22,103
28,104
10,105
135,106
62,107
37,108
16,109
13,110
70,111
62,112
39,113
77,114
15,115
50,116
34,117
78,118
100,119
26,120
30,121
74,122
59,123
25,124
78,125
111,126
10,127
81,128
52,129
39,130
14,131
18,132
20,133
72,134
26,135
18,136
32,137
65,138
57,139
87,140
22,141
73,142
10,143
16,144
16,145
80,146
52,147
22,148
45,149
18,150
18,151
68,152
23,153
10,154
44,155
20,156
8,157
8,158
21,159
35,160
73,161
13,162
8,163
46,164
25,165
14,166
30,167
18,168
27,169
101,170
6,171
19,172
32,173
24,174
50,175
40,176
36,177
17,178
25,179
27,180
56,181
12,182
25,183
20,184
156,185
99,186
42,187
29,188
10,189
10,190
64,191
20,192
56,193
69,194
73,195
17,196
32,197
24,198
8,199
12,200
85,201
19,202
11,203
33,204
31,205
77,206
21,207
48,208
27,209
28,210
18,211
26,212
6,213
26,214
14,215
16,216
33,217
26,218
21,219
31,220
72,221
23,222
9,223
36,224
23,225
49,226
14,227
37,228
34,229
48,230
56,231
22,232
63,233
20,234
53,235
23,236
33,237
40,238
12,239
45,240
19,241
24,242
19,243
23,244
27,245
12,246
15,247
85,248
15,249
48,250
10,251
70,252
24,253
23,254
48,255
52,256
11,257
66,258
28,259
13,260
27,261
10,262
19,263
57,264
16,265
59,266
18,267
52,268
8,269
45,270
8,271
25,272
35,273
136,274
31,275
8,276
38,277
47,278
49,279
35,280
24,281
47,282
14,283
59,284
10,285
36,286
52,287
12,288
50,289
10,290
8,291
32,292
20,293
27,294
66,295
8,296
24,297
12,298
8,299
41,300
31,301
10,302
50,303
18,304
50,305
12,306
12,307
20,308
45,309
10,310
8,311
86,312
13,313
24,314
23,315
19,316
16,317
10,318
12,319
32,320
68,321
53,322
24,323
10,324
4,325
16,326
14,327
12,328
6,329
58,330
19,331
26,332
22,333
71,334
12,335
29,336
16,337
10,338
64,339
42,340
15,341
12,342
18,343
38,344
38,345
35,346
18,347
37,348
23,349
10,350
20,351
67,352
20,353
22,354
18,355
30,356
10,357
15,358
14,359
18,360
39,361
30,362
19,363
10,364
14,365
51,366
14,367
12,368
8,369
26,370
10,371
52,372
22,373
23,374
12,375
40,376
30,377
19,378
10,379
14,380
26,381
36,382
8,383
27,384
18,385
27,386
26,387
16,388
8,389
49,390
34,391
35,392
16,393
30,394
8,395
35,396
10,397
28,398
10,399
8,400
15,401
11,402
18,403
4,404
14,405
57,406
10,407
10,408
6,409
11,410
16,411
10,412
19,413
49,414
76,415
12,416
20,417
20,418
45,419
22,420
29,421
8,422
11,423
8,424
17,425
14,426
13,427
15,428
23,429
46,430
28,431
31,432
18,433
20,434
33,435
13,436
12,437
16,438
31,439
8,440
17,441
8,442
31,443
39,444
26,445
13,446
26,447
15,448
25,449
12,450
13,451
23,452
12,453
12,454
22,455
21,456
33,457
15,458
14,459
12,460
30,461
22,462
31,463
18,464
35,465
12,466
32,467
14,468
20,469
13,470
41,471
18,472
10,473
39,474
8,475
34,476
11,477
36,478
21,479
12,480
20,481
20,482
8,483
62,484
10,485
26,486
12,487
17,488
10,489
10,490
18,491
10,492
17,493
22,494
19,495
12,496
34,497
48,498
23,499
6,500
23,501
33,502
11,503
10,504
