cost,episode
387,0
345,1
205,2
350,3
363,4
70,5
388,6
99,7
390,8
88,9
254,10
24,11
218,12
124,13
39,14
371,15
174,16
107,17
262,18
308,19
329,20
96,21
45,22
166,23
63,24
124,25
146,26
107,27
80,28
307,29
92,30
190,31
312,32
143,33
173,34
69,35
257,36
174,37
285,38
203,39
125,40
72,41
253,42
154,43
128,44
57,45
8,46
249,47
118,48
45,49
82,50
113,51
119,52
31,53
26,54
120,55
138,56
49,57
49,58
38,59
43,60
143,61
83,62
57,63
41,64
134,65
22,66
41,67
52,68
59,69
45,70
327,71
22,72
183,73
23,74
42,75
119,76
51,77
197,78
19,79
14,80
15,81
15,82
26,83
44,84
23,85
14,86
65,87
31,88
47,89
37,90
14,91
14,92
15,93
34,94
27,95
62,96
48,97
57,98
77,99
127,100
30,101
63,102
49,103
27,104
24,105
42,106
66,107
86,108
43,109
71,110
84,111
26,112
54,113
23,114
15,115
16,116
49,117
91,118
15,119
33,120
14,121
66,122
38,123
25,124
14,125
46,126
22,127
20,128
6,129
121,130
15,131
16,132
8,133
45,134
25,135
29,136
14,137
74,138
28,139
19,140
19,141
23,142
10,143
31,144
33,145
32,146
43,147
60,148
22,149
19,150
16,151
41,152
41,153
52,154
128,155
66,156
19,157
25,158
25,159
27,160
17,161
123,162
42,163
41,164
38,165
14,166
41,167
42,168
26,169
38,170
54,171
28,172
23,173
17,174
21,175
19,176
13,177
16,178
19,179
12,180
31,181
22,182
21,183
23,184
24,185
36,186
16,187
26,188
26,189
33,190
84,191
75,192
57,193
60,194
65,195
40,196
12,197
27,198
12,199
16,200
66,201
38,202
62,203
25,204
39,205
50,206
21,207
25,208
12,209
25,210
12,211
13,212
73,213
21,214
18,215
57,216
26,217
33,218
28,219
57,220
26,221
14,222
11,223
23,224
18,225
8,226
37,227
54,228
23,229
57,230
60,231
21,232
26,233
46,234
88,235
21,236
46,237
21,238
30,239
10,240
12,241
28,242
24,243
63,244
12,245
20,246
37,247
24,248
12,249
20,250
48,251
38,252
