cost,episode
189,0
310,1
257,2
343,3
26,4
374,5
190,6
58,7
234,8
322,9
321,10
339,11
130,12
365,13
366,14
117,15
351,16
8,17
419,18
345,19
85,20
126,21
281,22
343,23
35,24
339,25
112,26
318,27
177,28
44,29
88,30
63,31
120,32
202,33
166,34
164,35
84,36
82,37
331,38
143,39
44,40
250,41
142,42
101,43
171,44
49,45
251,46
155,47
18,48
110,49
61,50
71,51
272,52
262,53
56,54
209,55
285,56
31,57
50,58
131,59
177,60
100,61
278,62
30,63
69,64
286,65
175,66
280,67
44,68
93,69
32,70
35,71
152,72
23,73
33,74
116,75
137,76
115,77
17,78
63,79
202,80
161,81
59,82
27,83
189,84
101,85
39,86
160,87
53,88
124,89
44,90
138,91
124,92
62,93
93,94
46,95
51,96
50,97
79,98
100,99
96,100
22,101
56,102
43,103
42,104
30,105
56,106
88,107
63,108
70,109
225,110
163,111
90,112
32,113
127,114
32,115
90,116
15,117
44,118
58,119
65,120
29,121
38,122
104,123
73,124
76,125
116,126
93,127
277,128
17,129
14,130
171,131
23,132
50,133
177,134
26,135
50,136
34,137
6,138
48,139
131,140
51,141
56,142
19,143
150,144
36,145
15,146
36,147
30,148
18,149
29,150
120,151
60,152
17,153
233,154
16,155
34,156
65,157
322,158
40,159
84,160
46,161
64,162
22,163
111,164
20,165
69,166
20,167
21,168
320,169
54,170
34,171
95,172
118,173
84,174
121,175
23,176
94,177
133,178
62,179
191,180
46,181
91,182
200,183
29,184
33,185
55,186
92,187
33,188
23,189
26,190
21,191
28,192
90,193
27,194
114,195
35,196
50,197
23,198
30,199
151,200
35,201
20,202
75,203
18,204
114,205
51,206
70,207
22,208
66,209
51,210
43,211
28,212
212,213
58,214
21,215
49,216
22,217
18,218
27,219
181,220
76,221
152,222
64,223
46,224
19,225
54,226
83,227
84,228
30,229
32,230
161,231
40,232
16,233
16,234
28,235
10,236
82,237
47,238
27,239
73,240
126,241
49,242
78,243
59,244
51,245
139,246
37,247
87,248
48,249
33,250
25,251
28,252
42,253
81,254
35,255
23,256
32,257
51,258
123,259
52,260
54,261
47,262
161,263
29,264
38,265
68,266
91,267
31,268
50,269
20,270
59,271
31,272
24,273
26,274
20,275
85,276
38,277
41,278
16,279
47,280
104,281
18,282
43,283
15,284
34,285
35,286
20,287
18,288
12,289
19,290
12,291
14,292
37,293
23,294
25,295
31,296
35,297
102,298
76,299
39,300
67,301
26,302
28,303
29,304
43,305
27,306
19,307
69,308
32,309
39,310
104,311
33,312
35,313
55,314
63,315
63,316
29,317
32,318
38,319
25,320
25,321
61,322
51,323
19,324
46,325
25,326
118,327
27,328
45,329
67,330
52,331
44,332
35,333
63,334
59,335
40,336
45,337
84,338
24,339
22,340
26,341
44,342
19,343
28,344
47,345
40,346
83,347
44,348
130,349
30,350
71,351
54,352
40,353
42,354
30,355
22,356
32,357
55,358
31,359
19,360
22,361
50,362
35,363
24,364
65,365
249,366
66,367
65,368
26,369
8,370
44,371
82,372
11,373
67,374
28,375
91,376
39,377
17,378
101,379
83,380
20,381
12,382
37,383
68,384
28,385
39,386
48,387
19,388
24,389
18,390
20,391
128,392
21,393
26,394
23,395
16,396
14,397
32,398
47,399
42,400
88,401
35,402
34,403
31,404
9,405
85,406
33,407
30,408
53,409
26,410
88,411
8,412
14,413
74,414
25,415
31,416
20,417
30,418
61,419
55,420
31,421
45,422
14,423
91,424
33,425
46,426
54,427
50,428
26,429
19,430
49,431
16,432
36,433
31,434
74,435
56,436
16,437
19,438
25,439
19,440
52,441
32,442
28,443
60,444
10,445
24,446
45,447
19,448
47,449
37,450
23,451
115,452
62,453
10,454
14,455
71,456
65,457
18,458
53,459
25,460
83,461
18,462
77,463
25,464
33,465
40,466
50,467
63,468
73,469
69,470
88,471
20,472
37,473
62,474
30,475
36,476
22,477
16,478
70,479
21,480
18,481
50,482
34,483
18,484
59,485
38,486
125,487
27,488
17,489
65,490
18,491
79,492
29,493
45,494
41,495
30,496
22,497
16,498
10,499
24,500
59,501
28,502
70,503
25,504
48,505
12,506
27,507
29,508
48,509
31,510
44,511
18,512
43,513
12,514
47,515
37,516
16,517
47,518
35,519
14,520
33,521
60,522
15,523
54,524
27,525
20,526
24,527
14,528
34,529
16,530
37,531
18,532
59,533
28,534
19,535
10,536
19,537
31,538
10,539
18,540
22,541
27,542
17,543
84,544
10,545
41,546
35,547
16,548
25,549
112,550
10,551
31,552
11,553
28,554
21,555
12,556
136,557
24,558
92,559
18,560
67,561
31,562
33,563
17,564
52,565
29,566
18,567
8,568
18,569
14,570
43,571
43,572
29,573
40,574
70,575
39,576
32,577
12,578
6,579
33,580
18,581
26,582
87,583
31,584
47,585
14,586
67,587
10,588
36,589
24,590
19,591
60,592
29,593
66,594
21,595
15,596
32,597
12,598
40,599
31,600
14,601
55,602
41,603
68,604
14,605
27,606
45,607
15,608
22,609
14,610
20,611
20,612
63,613
24,614
27,615
23,616
25,617
17,618
14,619
50,620
23,621
20,622
24,623
30,624
16,625
16,626
31,627
52,628
50,629
42,630
79,631
11,632
58,633
26,634
54,635
23,636
14,637
10,638
17,639
31,640
22,641
10,642
30,643
14,644
34,645
12,646
88,647
19,648
8,649
28,650
32,651
12,652
16,653
37,654
34,655
17,656
69,657
49,658
22,659
12,660
34,661
14,662
27,663
10,664
21,665
42,666
12,667
24,668
16,669
64,670
39,671
68,672
18,673
28,674
8,675
71,676
12,677
28,678
22,679
20,680
26,681
12,682
57,683
18,684
10,685
44,686
45,687
102,688
23,689
59,690
10,691
18,692
21,693
47,694
54,695
35,696
17,697
12,698
10,699
24,700
14,701
56,702
14,703
6,704
18,705
14,706
49,707
18,708
70,709
12,710
54,711
15,712
73,713
13,714
20,715
27,716
25,717
21,718
21,719
15,720
14,721
28,722
34,723
77,724
24,725
17,726
15,727
14,728
41,729
47,730
29,731
16,732
18,733
24,734
15,735
17,736
