cost,episode
95,0
354,1
318,2
317,3
353,4
348,5
296,6
31,7
32,8
392,9
23,10
154,11
361,12
254,13
103,14
218,15
291,16
259,17
215,18
337,19
296,20
274,21
143,22
175,23
170,24
245,25
28,26
139,27
329,28
326,29
346,30
90,31
366,32
191,33
132,34
265,35
388,36
98,37
339,38
112,39
328,40
348,41
171,42
106,43
80,44
292,45
94,46
355,47
239,48
181,49
232,50
253,51
82,52
66,53
313,54
20,55
49,56
53,57
72,58
21,59
347,60
31,61
290,62
90,63
251,64
265,65
57,66
309,67
305,68
30,69
96,70
304,71
56,72
89,73
78,74
21,75
259,76
97,77
230,78
32,79
139,80
82,81
228,82
32,83
379,84
102,85
87,86
288,87
102,88
325,89
47,90
153,91
32,92
137,93
194,94
49,95
228,96
34,97
151,98
13,99
48,100
87,101
95,102
9,103
339,104
210,105
139,106
113,107
15,108
54,109
120,110
172,111
35,112
16,113
217,114
114,115
28,116
41,117
48,118
30,119
290,120
32,121
150,122
288,123
141,124
31,125
108,126
98,127
34,128
115,129
60,130
43,131
26,132
56,133
126,134
203,135
16,136
20,137
119,138
88,139
273,140
31,141
62,142
78,143
87,144
53,145
26,146
125,147
161,148
66,149
78,150
224,151
63,152
19,153
22,154
12,155
264,156
169,157
163,158
96,159
33,160
20,161
202,162
74,163
42,164
227,165
24,166
80,167
57,168
86,169
59,170
38,171
22,172
120,173
105,174
79,175
21,176
39,177
19,178
188,179
54,180
48,181
52,182
145,183
42,184
86,185
203,186
47,187
53,188
153,189
58,190
82,191
23,192
28,193
36,194
149,195
119,196
146,197
71,198
32,199
19,200
54,201
24,202
30,203
178,204
80,205
117,206
43,207
65,208
46,209
57,210
24,211
76,212
77,213
50,214
92,215
44,216
24,217
25,218
96,219
31,220
126,221
63,222
44,223
137,224
59,225
25,226
34,227
29,228
33,229
19,230
22,231
48,232
55,233
62,234
68,235
95,236
50,237
38,238
85,239
25,240
56,241
22,242
78,243
33,244
48,245
41,246
63,247
50,248
132,249
99,250
87,251
37,252
212,253
99,254
55,255
37,256
74,257
26,258
51,259
59,260
85,261
43,262
97,263
30,264
105,265
114,266
226,267
8,268
43,269
92,270
12,271
79,272
23,273
20,274
63,275
115,276
157,277
54,278
41,279
51,280
41,281
35,282
62,283
31,284
263,285
156,286
43,287
67,288
71,289
15,290
38,291
19,292
85,293
56,294
25,295
62,296
18,297
79,298
80,299
109,300
169,301
118,302
10,303
97,304
108,305
21,306
50,307
15,308
77,309
18,310
14,311
32,312
100,313
59,314
131,315
34,316
34,317
63,318
8,319
35,320
26,321
6,322
138,323
32,324
82,325
45,326
56,327
11,328
67,329
63,330
23,331
102,332
199,333
37,334
48,335
33,336
17,337
36,338
87,339
12,340
10,341
58,342
111,343
49,344
112,345
29,346
59,347
53,348
39,349
22,350
44,351
61,352
60,353
23,354
30,355
10,356
230,357
19,358
24,359
63,360
141,361
162,362
60,363
18,364
22,365
70,366
11,367
29,368
38,369
56,370
86,371
190,372
103,373
23,374
21,375
17,376
49,377
72,378
14,379
38,380
16,381
87,382
27,383
75,384
27,385
47,386
45,387
22,388
32,389
114,390
40,391
26,392
21,393
18,394
30,395
18,396
17,397
16,398
53,399
30,400
28,401
23,402
51,403
32,404
44,405
52,406
25,407
12,408
23,409
24,410
40,411
19,412
42,413
32,414
22,415
41,416
45,417
32,418
22,419
29,420
16,421
22,422
42,423
34,424
16,425
26,426
23,427
33,428
34,429
12,430
34,431
84,432
46,433
33,434
16,435
20,436
53,437
35,438
93,439
100,440
47,441
8,442
66,443
56,444
36,445
39,446
57,447
32,448
37,449
168,450
28,451
59,452
45,453
39,454
37,455
10,456
55,457
27,458
85,459
27,460
54,461
16,462
38,463
81,464
37,465
52,466
12,467
16,468
34,469
17,470
10,471
36,472
27,473
40,474
17,475
75,476
103,477
76,478
26,479
116,480
36,481
22,482
14,483
52,484
35,485
107,486
91,487
40,488
33,489
158,490
8,491
40,492
18,493
62,494
37,495
17,496
24,497
59,498
18,499
23,500
14,501
35,502
62,503
149,504
16,505
16,506
63,507
49,508
32,509
49,510
22,511
18,512
49,513
22,514
63,515
55,516
28,517
31,518
34,519
62,520
16,521
40,522
10,523
20,524
32,525
31,526
22,527
61,528
21,529
24,530
24,531
27,532
64,533
29,534
23,535
16,536
28,537
32,538
31,539
61,540
10,541
50,542
57,543
41,544
75,545
23,546
41,547
12,548
63,549
18,550
12,551
35,552
38,553
52,554
14,555
98,556
8,557
21,558
16,559
99,560
42,561
35,562
28,563
15,564
47,565
22,566
34,567
20,568
21,569
38,570
8,571
25,572
29,573
22,574
8,575
15,576
39,577
28,578
71,579
32,580
31,581
24,582
25,583
19,584
37,585
49,586
21,587
22,588
22,589
36,590
38,591
38,592
31,593
21,594
25,595
14,596
29,597
47,598
20,599
105,600
67,601
48,602
71,603
34,604
42,605
8,606
28,607
20,608
8,609
26,610
36,611
34,612
55,613
30,614
16,615
42,616
42,617
41,618
77,619
15,620
57,621
17,622
29,623
87,624
52,625
35,626
14,627
37,628
22,629
33,630
22,631
21,632
19,633
81,634
55,635
18,636
36,637
17,638
10,639
49,640
18,641
39,642
47,643
18,644
35,645
27,646
32,647
59,648
26,649
79,650
32,651
63,652
36,653
62,654
50,655
29,656
53,657
24,658
151,659
47,660
16,661
54,662
62,663
22,664
28,665
28,666
19,667
32,668
42,669
12,670
16,671
46,672
21,673
79,674
98,675
27,676
46,677
16,678
78,679
22,680
14,681
66,682
75,683
69,684
63,685
25,686
18,687
14,688
20,689
44,690
25,691
50,692
42,693
8,694
22,695
38,696
8,697
14,698
36,699
87,700
40,701
22,702
60,703
15,704
26,705
121,706
24,707
45,708
14,709
10,710
49,711
34,712
68,713
18,714
48,715
44,716
22,717
24,718
10,719
35,720
95,721
16,722
16,723
61,724
13,725
30,726
23,727
61,728
27,729
20,730
17,731
29,732
43,733
28,734
82,735
20,736
52,737
28,738
22,739
88,740
51,741
16,742
26,743
50,744
65,745
10,746
27,747
16,748
33,749
57,750
37,751
18,752
31,753
40,754
73,755
21,756
38,757
35,758
45,759
30,760
18,761
59,762
25,763
23,764
26,765
15,766
19,767
25,768
45,769
99,770
13,771
23,772
24,773
12,774
31,775
10,776
32,777
11,778
21,779
16,780
10,781
61,782
42,783
31,784
30,785
46,786
18,787
26,788
63,789
14,790
35,791
45,792
40,793
14,794
12,795
56,796
28,797
33,798
24,799
14,800
56,801
20,802
33,803
24,804
18,805
38,806
23,807
60,808
26,809
27,810
19,811
49,812
25,813
54,814
16,815
29,816
47,817
21,818
8,819
50,820
51,821
28,822
39,823
66,824
18,825
38,826
18,827
10,828
22,829
10,830
14,831
26,832
28,833
28,834
29,835
45,836
14,837
42,838
13,839
77,840
21,841
24,842
22,843
16,844
12,845
25,846
36,847
67,848
14,849
25,850
31,851
14,852
32,853
54,854
28,855
12,856
28,857
44,858
14,859
12,860
43,861
10,862
73,863
83,864
28,865
56,866
22,867
16,868
29,869
27,870
10,871
21,872
13,873
20,874
10,875
28,876
53,877
19,878
15,879
39,880
53,881
14,882
23,883
34,884
16,885
61,886
40,887
31,888
12,889
50,890
87,891
24,892
35,893
55,894
65,895
60,896
6,897
12,898
30,899
49,900
24,901
41,902
18,903
29,904
56,905
45,906
49,907
26,908
8,909
20,910
59,911
23,912
10,913
17,914
14,915
40,916
22,917
24,918
15,919
22,920
21,921
12,922
28,923
56,924
31,925
19,926
20,927
63,928
54,929
14,930
11,931
6,932
73,933
33,934
70,935
55,936
20,937
28,938
54,939
44,940
12,941
46,942
37,943
34,944
49,945
26,946
39,947
23,948
12,949
49,950
27,951
21,952
17,953
79,954
20,955
31,956
19,957
29,958
38,959
15,960
21,961
12,962
58,963
18,964
53,965
21,966
8,967
21,968
27,969
59,970
20,971
43,972
26,973
27,974
62,975
29,976
48,977
21,978
18,979
15,980
12,981
38,982
32,983
60,984
16,985
50,986
39,987
43,988
26,989
34,990
10,991
78,992
18,993
16,994
18,995
24,996
24,997
20,998
26,999
63,1000
20,1001
50,1002
62,1003
19,1004
21,1005
8,1006
62,1007
68,1008
17,1009
37,1010
10,1011
13,1012
60,1013
16,1014
44,1015
20,1016
14,1017
33,1018
14,1019
12,1020
34,1021
52,1022
32,1023
42,1024
14,1025
23,1026
37,1027
72,1028
46,1029
46,1030
43,1031
16,1032
28,1033
35,1034
16,1035
14,1036
12,1037
68,1038
24,1039
42,1040
27,1041
30,1042
16,1043
29,1044
22,1045
56,1046
26,1047
21,1048
26,1049
19,1050
68,1051
20,1052
37,1053
18,1054
19,1055
55,1056
18,1057
20,1058
29,1059
28,1060
8,1061
65,1062
36,1063
18,1064
8,1065
60,1066
42,1067
20,1068
68,1069
22,1070
55,1071
43,1072
16,1073
17,1074
17,1075
32,1076
22,1077
10,1078
25,1079
35,1080
48,1081
29,1082
30,1083
73,1084
22,1085
12,1086
10,1087
8,1088
8,1089
38,1090
28,1091
24,1092
23,1093
8,1094
114,1095
16,1096
52,1097
18,1098
41,1099
34,1100
20,1101
18,1102
18,1103
30,1104
24,1105
39,1106
39,1107
57,1108
20,1109
37,1110
37,1111
10,1112
