cost,episode
92,0
55,1
1,2
5,3
88,4
55,5
9,6
76,7
1,8
19,9
3,10
54,11
5,12
67,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
3,22
1,23
1,24
1,25
1,26
1,27
1,28
3,29
1,30
57,31
1,32
13,33
1,34
1,35
1,36
59,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
91,47
1,48
1,49
1,50
5,51
56,52
96,53
1,54
54,55
1,56
54,57
1,58
31,59
1,60
1,61
67,62
1,63
3,64
11,65
19,66
1,67
1,68
41,69
3,70
52,71
17,72
1,73
55,74
1,75
1,76
1,77
97,78
5,79
1,80
1,81
1,82
1,83
1,84
31,85
1,86
74,87
1,88
1,89
1,90
1,91
3,92
52,93
1,94
9,95
67,96
136,97
77,98
1,99
1,100
1,101
52,102
5,103
3,104
1,105
52,106
77,107
3,108
5,109
1,110
9,111
154,112
1,113
1,114
1,115
1,116
56,117
81,118
1,119
1,120
1,121
58,122
23,123
1,124
118,125
1,126
1,127
1,128
3,129
54,130
1,131
54,132
1,133
1,134
1,135
5,136
1,137
1,138
54,139
52,140
5,141
175,142
1,143
1,144
1,145
1,146
1,147
1,148
1,149
1,150
1,151
67,152
1,153
52,154
1,155
7,156
1,157
1,158
3,159
1,160
1,161
3,162
1,163
1,164
1,165
56,166
1,167
1,168
1,169
60,170
1,171
59,172
1,173
1,174
55,175
102,176
118,177
3,178
1,179
70,180
29,181
1,182
1,183
1,184
1,185
1,186
1,187
7,188
1,189
54,190
3,191
1,192
1,193
3,194
83,195
1,196
1,197
3,198
75,199
50,200
87,201
54,202
1,203
1,204
1,205
17,206
61,207
1,208
1,209
1,210
1,211
58,212
3,213
1,214
5,215
23,216
1,217
1,218
1,219
1,220
7,221
56,222
3,223
15,224
1,225
1,226
78,227
52,228
1,229
1,230
3,231
1,232
41,233
1,234
54,235
1,236
89,237
1,238
1,239
1,240
7,241
59,242
1,243
1,244
1,245
1,246
1,247
1,248
52,249
39,250
7,251
1,252
1,253
3,254
57,255
1,256
66,257
1,258
1,259
11,260
5,261
71,262
1,263
5,264
1,265
72,266
53,267
9,268
1,269
52,270
1,271
1,272
75,273
1,274
1,275
52,276
11,277
1,278
1,279
1,280
1,281
168,282
1,283
1,284
54,285
1,286
52,287
1,288
1,289
1,290
3,291
1,292
1,293
7,294
54,295
1,296
5,297
57,298
1,299
3,300
105,301
5,302
3,303
5,304
1,305
1,306
62,307
3,308
11,309
86,310
53,311
50,312
1,313
67,314
3,315
7,316
1,317
1,318
1,319
52,320
1,321
1,322
1,323
1,324
19,325
112,326
1,327
3,328
1,329
89,330
1,331
1,332
1,333
1,334
9,335
1,336
1,337
3,338
1,339
81,340
13,341
1,342
140,343
3,344
1,345
1,346
